S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4708.2 at 16:47 24/11/2009  Report at 19:05 Tuesday 24/11/2009. Processed 19:26 Tuesday 24/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.147,0.445,0.425,ABP,Abacus Prop stpld,0.43,-1,"30,264",0.425,0.43,7.75,,-,0.62,18.02,-11.81,-
3.01,1.445,2.69,2.56,ABC,Adelaide Brighton,2.60,-6,"16,491",2.59,2.60,14,f,1.49,1.15,5.38,20.8,12.5
15.80,12.83,13.97,13.80,AGK,AGL Energy Ltd,13.80,-6,"8,888",13.78,13.92,54,f,6.63,6.00,3.91,358,3.9
5.60,2.03,4.56,4.43,AJL,AJ Lucas Grp,4.47,-7,"1,440",4.43,4.49,10.5,f,23.78,2.11,2.35,249.7,1.8
5.91,0.60,5.00,4.85,ALS,Alesco Corp,4.89,2,671,4.83,4.99,7,f,-,0.49,1.43,-13.94,-
2.00,0.683,1.705,1.625,AWC,Alumina Ltd,1.625,-7,"169,714",1.625,1.64,12,,0.79,1.30,7.38,9.42,17.3
5.89,3.50,5.72,5.61,AMC,Amcor Ltd,5.69,7,"35,077",5.68,5.70,34,,0.74,1.61,5.98,25.3,22.5
6.97,3.52,6.40,6.24,AMP,AMP Ltd,6.24,-11,"67,763",6.24,6.27,30,p,0.99,0.67,4.81,29.6,21.1
13.38,7.51,10.35,10.18,ANN,Ansell Ltd,10.26,,"4,338",10.26,10.30,28,,3.19,1.98,2.73,89.2,11.5
25.25,11.83,22.28,21.85,ANZ,ANZ Banking Grp,21.89,-1,"82,442",21.89,21.90,102,f,1.67,10.72,4.66,170.4,12.8
3.30,2.43,3.29,3.24,APA,APA Grp stpld,3.28,7,"5,571",3.26,3.28,31,,0.52,1.18,9.45,16.2,20.2
2.706,0.866,2.58,2.42,APN,APN News & Media,2.43,1,"93,147",2.41,2.53,12,,-,-1.23,4.94,-13.1,-
6.66,2.459,6.66,6.37,AQP,Aquarius Platinum,6.45,-13,"20,892",6.41,6.55,12.08,,-,-,1.87,-16.39,-
9.44,1.90,9.44,9.26,AQA,Aquila Res,9.38,18,"8,237",9.36,9.40,-,,-,-,-,-10.5,-
5.75,3.16,4.30,4.14,ALL,Aristocrat Leisure,4.16,-4,"24,324",4.15,4.16,14.5,f,-,0.35,3.49,-0.2,-
4.73,1.865,4.15,4.01,AOE,Arrow Energy,4.01,-8,"26,088",4.01,4.05,-,,-,0.82,-,52,7.7
1.76,0.32,1.66,1.62,AIO,Asciano Grp stpld,1.64,-1,"72,125",1.64,1.645,23,,-,-1.41,14.02,-32.5,-
0.515,0.16,0.47,0.465,AJA,Astro Jap Prop Grp stpld,0.465,,"4,393",0.465,0.47,9,,-,0.93,19.35,-71.94,-
37.90,23.52,33.11,32.61,ASX,ASX Ltd,32.61,-36,"9,928",32.60,32.63,164.9,f,1.11,2.66,5.06,183.2,17.8
2.10,0.61,1.945,1.88,AGO,Atlas Iron Ltd,1.915,1.5,"31,854",1.895,1.925,-,,-,-,-,-21.3,-
5.95,1.855,4.70,4.51,AAX,Ausenco Ltd,4.54,-6,"2,539",4.54,4.66,18.5,f,2.38,0.76,4.07,43.94,10.3
2.07,1.16,1.49,1.44,AAC,Aust Agriculture,1.455,-2.5,"2,305",1.45,1.46,-,,-,2.55,-,-25.7,-
1.93,0.991,1.725,1.68,AIX,Aust Infra unt,1.705,-0.5,"22,825",1.70,1.71,13,p,2.03,3.14,7.62,26.33,6.5
3.06,1.937,2.83,2.78,AWE,Aust Worldwide Ex,2.79,-2,"14,776",2.79,2.80,-,,-,1.80,-,17.36,16.1
1.465,0.60,1.44,1.40,AUN,Austar United,1.41,1,"26,058",1.40,1.44,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.54,0.53,ALZ,Australand Prop stpld,0.535,,"21,385",0.53,0.535,10,,-,0.92,18.69,-15.55,-
2.20,1.33,2.16,2.08,AVO,Avoca Res,2.15,,"14,270",2.12,2.15,-,,-,0.61,-,-6.97,-
2.995,0.592,1.29,1.23,AWB,AWB Ltd,1.25,-2.5,"65,472",1.245,1.25,5,,3.70,1.81,4.00,18.5,6.8
6.00,2.52,5.91,5.80,AXA,AXA Asia Pacific,5.80,-4,"84,724",5.80,5.86,18.5,p,-,0.96,3.19,-7.39,-
-,-,4.57,4.15,BBIDA,Babcock & Br Infr stp d,4.15,,"36,848",4.11,4.19,-,,-,-,-,-,-
13.49,6.228,11.44,11.15,BOQ,Bank of Qld,11.19,-7,"4,008",11.15,11.20,52,f,1.46,6.62,4.65,75.9,14.7
0.956,0.678,0.875,0.845,BPT,Beach Pet,0.86,,"56,333",0.855,0.86,1.75,p,14.41,-,2.03,25.21,3.4
