S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4650.0 at 16:38 16/9/2010  Report at 19:05 Thursday 16/9/2010. Processed 19:47 Thursday 16/9/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.365,0.425,0.42,ABP,Abacus Prop stp,0.425,,"60,422",0.42,0.425,3.9,,0.39,0.58,9.18,1.53,27.8
3.46,2.293,3.46,3.36,ABC,Adelaide Brighton,3.39,-4,"31,319",3.36,3.39,15.5,f,1.52,1.16,4.57,23.6,14.4
16.07,13.43,16.07,15.70,AGK,AGL Energy Ltd,16.01,19,"35,428",16.01,16.10,59,,1.34,5.89,3.69,79.3,20.2
5.91,2.25,3.01,2.94,ALS,Alesco Corp,2.96,-2,"4,087",2.93,3.02,7,,-,0.60,2.36,-132.84,-
2.06,1.45,1.955,1.905,AWC,Alumina Ltd,1.915,-4,"397,628",1.915,1.92,4.23,f,0.14,1.22,2.21,0.59,324.6
7.04,5.27,6.83,6.64,AMC,Amcor Ltd,6.68,-14,"107,483",6.67,6.71,29.5,,0.54,1.49,4.42,15.8,42.3
6.97,4.85,5.18,5.06,AMP,AMP Ltd,5.06,-8,"130,251",5.06,5.08,31,p,1.28,0.90,6.13,39.8,12.7
13.73,9.49,13.65,13.41,ANN,Ansell Ltd,13.43,-4,"12,543",13.30,13.60,30.5,,2.94,2.22,2.27,89.6,15.0
26.23,19.95,24.33,23.60,ANZ,ANZ Banking Grp,23.66,-50,"180,620",23.66,23.69,108,f,1.34,9.99,4.56,144.8,16.3
3.99,3.00,3.93,3.87,APA,APA Grp stp,3.90,-2,"18,373",3.88,3.90,32.75,,0.59,1.28,8.40,19.4,20.1
2.61,1.68,1.88,1.855,APN,APN News & Media,1.87,-1,"26,628",1.86,1.88,9,,1.86,-0.75,4.81,16.7,11.2
7.95,3.89,5.53,5.37,AQP,Aquarius Platinum,5.39,-4,"29,345",5.30,5.40,6.74,,1.06,-,1.25,7.15,75.4
11.38,6.009,9.26,9.10,AQA,Aquila Res,9.22,-8,"8,823",9.10,9.30,-,,-,-,-,-10.9,-
1.845,0.92,1.05,1.005,AAD,Ardent Leisure stp,1.02,-2,"15,946",1.01,1.055,10.75,,0.59,0.92,10.54,6.3,16.2
5.75,3.34,3.90,3.72,ALL,Aristocrat Leisure,3.74,-15,"32,573",3.74,3.79,3.5,,-,0.15,0.94,-15,-
1.94,1.435,1.695,1.64,AIO,Asciano Grp stp,1.65,-2.5,"296,484",1.645,1.65,-,,-,0.08,-,-31.6,-
37.16,28.02,30.31,30.00,ASX,ASX Ltd,30.20,,"14,437",30.13,30.36,173.1,f,1.10,3.49,5.73,190.4,15.9
3.05,1.585,2.29,2.21,AGO,Atlas Iron Ltd,2.22,-9,"43,812",2.22,2.23,-,,-,-,-,-9.6,-
5.95,1.71,2.73,2.58,AAX,Ausenco Ltd,2.64,5,"16,751",2.58,2.70,4.5,,-,0.50,1.70,-10.35,-
2.09,1.535,1.98,1.935,AIX,Aust Infra unt,1.935,-2.5,"29,674",1.915,1.965,10,p,3.32,2.61,5.17,33.22,5.8
