Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-10-16T23:15:11+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Aberdeen Leaders,ordinary,ALR,I,1.75,-,5.5,100,3,-,2.0,2.0,12 Oct,18 Oct,4 Nov,0,,
Aevum,ordinary,AVE,F,3.0,-,3.0,-,4,-,2.0,2.0,30 Sep,7 Oct,21 Oct,0,,
Amcbf One,ordinary,AKS,F,359.0,-,359.0,100,-,-,-,-,28 Oct,4 Nov,23 Nov,0,,
Amcbf Thr,ordinary,AKU,F,326.0,-,326.0,100,-,-,-,-,5 Oct,11 Oct,29 Oct,0,,
Amcbf Two,ordinary,AKT,F,312.0,-,312.0,100,-,-,-,-,28 Oct,4 Nov,24 Nov,0,,
Amcom Telecomm,ordinary,AMM,F,1.0,-,1.4,100,-,-,-,0.5,18 Oct,22 Oct,10 Nov,0,,
AMMTEC,ordinary,AEC,F,11.0,-,11.0,100,3,-,-,10.0,11 Oct,15 Oct,29 Oct,0,,
ANZ Banking Grp,pref share,ANZPA,I,138.83,-,280.13,100,-,-,121.09,132.86,24 Nov,30 Nov,15 Dec,0,,
ANZ Banking Grp,pref share,ANZPB,I,128.36,-,259.07,100,-,-,322.69,122.27,24 Nov,30 Nov,15 Dec,0,,
ARB Corp,ordinary,ARP,F,12.0,-,19.5,100,4,4,40.0,-,1 Oct,8 Oct,22 Oct,0,,
Asian Masters Fund,ordinary,AUF,F,1.5,-,2.5,100,3,-,-,-,29 Sep,6 Oct,21 Oct,0,,
Aspen Grp,ord/units stapled,APZ,Q1,1.05,-,1.05,-,3,-,3.15,1.05,24 Sep,30 Sep,18 Nov,0,,
Auckland Airport,ordinary,AIA,F,3.399,-,6.3372,-,3,-,-,3.7464,1 Oct,8 Oct,22 Oct,0,,
Aurora Global Tr,ordinary units,AIB,Q1,-,2.5,-,-,3,-,18.5,2.5,24 Sep,30 Sep,20 Oct,0,,
Aurora Prop,ordinary units,AUP,Q1,11.0,-,11.0,-,3,-,-,11.0,24 Sep,30 Sep,20 Oct,0,,
Aurora SAE,ordinary units,ABW,Q1,2.5,-,2.5,-,3,-,-,2.5,24 Sep,30 Sep,20 Oct,0,,
Aurora Sandringham,ordinary units,AOD,Q1,1.5,-,1.5,-,3,-,-,1.0,24 Sep,30 Sep,20 Oct,0,,
AUS Gov Index Fund,ordinary,AQF,I,1.5,-,2.5,100,3,-,-,-,7 Oct,13 Oct,28 Oct,0,,
Ausdrill,ordinary,ASL,F,6.0,-,11.0,100,3,-,-,6.0,14 Oct,20 Oct,29 Oct,0,,
Austbrokers Hldgs,ordinary,AUB,F,15.0,-,22.5,100,3,-,-,13.5,29 Sep,6 Oct,22 Oct,0,,
Austereo Grp,ordinary,AEO,F,5.7,-,9.7,100,-,-,-,5.1,25 Oct,29 Oct,19 Nov,0,,
Australand Assets,assets,AAZPB,Q1,242.98,-,242.98,-,-,-,625.85,229.83,24 Sep,30 Sep,18 Oct,0,,
