Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 13/3/2010|. Processed 12:47 Sunday 14/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Money3 Corp,ordinary,MNY,I,1.6,-,1.6,100,3,-,1.5,-,22/3/10,26/3/10,30/4/10,,,,,,,,,
Mortgage Choice,ordinary,MOC,I,5.5,-,5.5,100,-,-,-,8,1/3/10,5/3/10,22/3/10,,,,,,,,,
Myer Hldgs Ltd,ordinary,MYR,I,10.5,-,10.5,100,-,-,-,-,19/3/10,25/3/10,6/5/10,,,,,,,,,
Mystate Ltd,ordinary,MYS,I,10,-,10,100,-,-,-,-,1/3/10,5/3/10,31/3/10,,,,,,,,,
National Can Ind,ordinary,NCI,I,3,-,3,100,-,-,-,2,31/3/10,8/4/10,22/4/10,,,,,,,,,
Newcrest Min,ordinary,NCM,I,5,-,5,-,3,-,-,10,22/3/10,26/3/10,16/4/10,,,,,,,,,
News Corp,b voting cdi,NWS,I,6.9634,-,6.9634,-,-,-,-,6.3464,3/3/10,10/3/10,14/4/10,,,,,,,,,
News Corp,a non-voting cdi,NWSLV,I,6.9634,-,6.9634,-,-,-,-,6.3464,3/3/10,10/3/10,14/4/10,,,,,,,,,
NIB Hldgs Ltd,ordinary,NHF,I,2,-,2,100,-,-,-,2.1,5/3/10,12/3/10,8/4/10,,,,,,,,,
Nick Scali Ltd,ordinary,NCK,I,4.5,-,4.5,100,-,-,-,2.5,3/3/10,10/3/10,31/3/10,,,,,,,,,
Noni B Ltd,ordinary,NBL,I,6,-,6,100,-,-,-,10,8/4/10,14/4/10,28/4/10,,,,,,,,,
North Queensland,ordinary,NQM,I,0.5,-,0.5,-,3,-,1,-,25/3/10,31/3/10,15/4/10,,,,,,,,,
NRW Hldgs Ltd,ordinary,NWH,I,3,-,3,100,-,-,-,4.23,25/2/10,3/3/10,31/3/10,,,,,,,,,
Nuplex Ind,ordinary,NPX,I,6.6484,-,6.6484,80,3,-,-,16.22,12/3/10,18/3/10,1/4/10,,,,,,,,,
Oaks Hotels & Resort,ordinary,OAK,I,2,-,2,100,3,-,-,4.5,1/3/10,5/3/10,24/3/10,,,,,,,,,
Oakton Ltd,ordinary,OKN,I,2.5,-,2.5,100,-,-,-,12,12/3/10,18/3/10,31/3/10,,,,,,,,,
Oil Search Ltd,ordinary,OSH,F,2.2267,-,4.524,-,3,-,4.78,5.56,11/3/10,17/3/10,9/4/10,,,,,,,,,
OM Hldgs Ltd,ordinary,OMH,F,2,-,2,-,-,-,3.5,-,23/4/10,30/4/10,28/5/10,,,,,,,,,
OneSteel,ordinary,OST,I,5,-,5,-,3,-,6,-,1/3/10,5/3/10,15/4/10,,,,,,,,,
Orica Ltd,step up preference,ORIPB,I,288,-,288,-,-,-,-,470,10/5/10,14/5/10,31/5/10,,,,,,,,,
Origin Energy,ordinary,ORG,I,25,-,25,100,3,-,25,-,2/3/10,9/3/10,1/4/10,,,,,,,,,
Orotongrp Ltd,ordinary,ORL,I,22,-,22,100,-,-,16,-,18/3/10,24/3/10,7/4/10,,,,,,,,,
Panoramic Res,ordinary,PAN,I,10,-,10,100,-,-,-,5,11/3/10,17/3/10,26/3/10,,,,,,,,,
Patties Foods Ltd,ordinary,PFL,I,3,-,3,100,-,-,-,4.5,15/3/10,19/3/10,14/4/10,,,,,,,,,
Peet Ltd,ordinary,PPC,I,4,-,4,100,3,-,3,-,24/3/10,30/3/10,16/4/10,,,,,,,,,
Perpetual Ltd,ordinary,PPT,I,105,-,105,100,3,-,-,141,4/3/10,11/3/10,1/4/10,,,,,,,,,
Photon Grp Ltd,ordinary,PGA,I,3,-,3,100,-,-,-,17,15/3/10,19/3/10,30/3/10,,,,,,,,,
Plan B Grp Hld,ordinary,PLB,I,1.5,-,1.5,100,4,-,-,2.4,4/3/10,11/3/10,1/4/10,,,,,,,,,
Platinum Asset,ordinary,PTM,I,8,-,8,100,-,-,-,12,24/2/10,2/3/10,16/3/10,,,,,,,,,
PPK Grp Ltd,ordinary,PPK,I,1.5,-,1.5,100,-,-,-,3.25,22/3/10,26/3/10,9/4/10,,,,,,,,,
Preferred Capital,perls iii,PCAPA,Q3,-,-,309,-,-,-,620.94,145.32,24/3/10,30/3/10,6/4/10,,,,,,,,,
Premium Investors,ordinary,PRV,I,1.5,-,1.5,100,3,-,-,4,18/3/10,24/3/10,15/4/10,,,,,,,,,
Primary Health Care,ordinary,PRY,I,15,-,15,100,3,3,-,5,5/3/10,12/3/10,29/3/10,,,,,,,,,
Prime Financial,ordinary,PFG,I,0.75,-,0.75,100,-,-,-,1.4,10/3/10,16/3/10,30/3/10,,,,,,,,,
Prime Infr Grp,stapled securities,PIH,F,7.5,-,7.5,-,-,-,-,-,23/4/10,30/4/10,31/5/10,,,,,,,,,
Prime Media Grp,ordinary,PRT,I,1.2,-,1.2,100,-,-,-,9,24/3/10,30/3/10,23/4/10,,,,,,,,,
Probiotec Ltd,ordinary,PBP,I,1.5,-,1.5,100,3,-,-,1.5,26/2/10,4/3/10,18/3/10,,,,,,,,,
PRO-Pac Packaging,ordinary,PPG,I,1,-,1,100,3,-,-,1,5/3/10,12/3/10,9/4/10,,,,,,,,,
Prophecy Internation,ordinary,PRO,I,2,-,2,-,-,-,-,2,23/2/10,1/3/10,17/3/10,,,,,,,,,
QBE Insurance Grp,ordinary,QBE,F,66,-,128,20,3,3,61,-,3/3/10,10/3/10,30/3/10,,,,,,,,,
QMASTOR Ltd,ordinary,QML,I,0.25,-,0.25,-,-,-,-,1,3/3/10,10/3/10,30/3/10,,,,,,,,,
Ramsay Health Care,ordinary,RHC,I,18.5,-,18.5,100,4,-,16.5,-,16/3/10,22/3/10,9/4/10,,,,,,,,,
Ramsay Health Care,cares,RHCPA,I,249.8,-,249.8,100,-,-,-,378.71,31/3/10,8/4/10,20/4/10,,,,,,,,,
RCG Corp Ltd,ordinary,RCG,I,0.75,-,0.75,100,-,-,-,-,1/3/10,5/3/10,24/3/10,,,,,,,,,
Reece Aust Ltd,ordinary,REH,I,20,-,20,100,-,-,-,37,9/3/10,15/3/10,26/3/10,,,,,,,,,
Reef Casino Tr,units,RCT,F,13,-,24,-,-,-,10.5,-,23/12/09,31/12/09,26/3/10,,,,,,,,,
Retail Food Grp,ordinary,RFG,I,5.25,-,5.25,100,3,-,4.5,-,17/3/10,23/3/10,8/4/10,,,,,,,,,
Reverse Corp Ltd,ordinary,REF,I,1,-,1,100,-,-,-,12,4/3/10,11/3/10,26/3/10,,,,,,,,,
Ridley Corp,ordinary,RIC,I,3.5,-,3.5,-,4,-,-,3.5,1/3/10,5/3/10,31/3/10,,,,,,,,,
Rio Tinto Ltd,ordinary,RIO,F,51.56,-,51.56,100,3,-,77.35,-,24/2/10,2/3/10,1/4/10,,,,,,,,,
Rock (The) Bld,permanent ordinary,ROK,I,6,-,6,100,3,-,-,10.5,1/3/10,5/3/10,31/3/10,,,,,,,,,
Ross Human Direction,ordinary,RHD,I,1.5,-,1.5,100,4,-,-,1.5,1/3/10,5/3/10,26/3/10,,,,,,,,,
Runge Ltd,ordinary,RUL,I,1,-,1,100,-,-,-,1.5,10/3/10,16/3/10,7/4/10,,,,,,,,,
SAI Global Ltd,ordinary,SAI,I,5.8,-,5.8,100,3,-,-,5.8,18/2/10,24/2/10,26/3/10,,,,,,,,,
Salmat Ltd,ordinary,SLM,I,11,-,11,100,4,-,-,10.5,10/3/10,16/3/10,9/4/10,,,,,,,,,
Santos Ltd,ordinary,STO,F,20,-,42,100,3,-,22,-,24/2/10,2/3/10,31/3/10,,,,,,,,,
Saunders Intl Ltd,ordinary,SND,I,1,-,1,100,4,-,-,2,26/2/10,4/3/10,25/3/10,,,,,,,,,
Schaffer Corp Ltd,ordinary,SFC,I,20,-,20,100,-,-,-,25,15/3/10,19/3/10,26/3/10,,,,,,,,,
Scott Corp,ordinary,SCC,I,2,-,2,100,3,-,-,1,1/4/10,9/4/10,30/4/10,,,,,,,,,
Sedgman Ltd,ordinary,SDM,I,3,-,3,100,3,-,-,4.5,10/3/10,16/3/10,31/3/10,,,,,,,,,
Seek Ltd,ordinary,SEK,I,5.2,-,5.2,100,-,-,-,9.9,26/3/10,1/4/10,23/4/10,,,,,,,,,
Select Harvests,ordinary,SHV,I,10,-,10,100,3,-,-,23,25/2/10,3/3/10,9/4/10,,,,,,,,,
Servcorp Ltd,ordinary,SRV,I,5,-,5,100,-,-,5,-,5/3/10,12/3/10,29/3/10,,,,,,,,,
Seven Net,ordinary,SEV,I,17,-,17,100,-,-,-,17,26/3/10,1/4/10,16/4/10,,,,,,,,,
Shearer (John),ordinary,SHR,I,6,-,6,100,-,-,-,9,2/3/10,9/3/10,17/3/10,,,,,,,,,
Silver Chef Ltd,ordinary,SIV,I,8,-,8,100,3,-,-,7.2,9/3/10,15/3/10,31/3/10,,,,,,,,,
Sims Metal Mgmt,ordinary,SGM,I,10,-,10,100,3,-,28,-,15/3/10,19/3/10,9/4/10,,,,,,,,,
SKY City Entertain,ordinary,SKC,I,6.2456,-,6.2456,-,4,-,-,-,15/3/10,19/3/10,1/4/10,,,,,,,,,
Skywest Airlines,cdi 1:1,SXR,I,-,-,-,-,-,-,-,-,1/4/10,9/4/10,16/4/10,,,,,,,,,
Slater & Gordon,ordinary,SGH,I,2,-,2,100,-,-,-,3,19/2/10,25/2/10,28/4/10,,,,,,,,,
SMS Management,ordinary,SMX,I,12.5,-,12.5,100,-,-,-,15,19/2/10,25/2/10,18/3/10,,,,,,,,,
Snowball Grp,ordinary,SNO,I,1.25,-,1.25,100,-,-,-,2.5,25/3/10,31/3/10,30/4/10,,,,,,,,,
Sonic Healthcare,ordinary,SHL,I,24,-,24,35,4,-,-,32,3/3/10,10/3/10,25/3/10,,,,,,,,,
Spark Infrastructure,stapled securities,SKI,F,6.84,-,13.56,-,4,-,9.25,-,3/3/10,10/3/10,15/3/10,,,,,,,,,
Specialty Fashion,ordinary,SFH,I,4,-,4,100,4,-,-,2,5/3/10,12/3/10,23/3/10,,,,,,,,,
Spotless Grp Ltd,ordinary,SPT,I,5,-,5,60,3,-,-,10.5,22/3/10,26/3/10,30/4/10,,,,,,,,,
Steamships Trading,ordinary,SST,F,-,-,24.0568,-,-,-,25.682,36.7597,5/5/10,11/5/10,25/5/10,,,,,,,,,
Sthn Cross Elect,ordinary,SXE,I,2,-,2,100,-,-,-,4,15/3/10,19/3/10,2/4/10,,,,,,,,,
Stratatel Ltd,ordinary,STE,I,0.13,-,0.13,-,3,-,0.25,-,18/3/10,24/3/10,14/4/10,,,,,,,,,
STW Communications,ordinary,SGN,F,2,-,3.5,100,4,-,4.8,-,21/4/10,28/4/10,12/5/10,,,,,,,,,
Suncorp-Metway,ordinary,SUN,I,15,-,15,100,3,-,-,55,1/3/10,5/3/10,1/4/10,,,,,,,,,
Suncorp-Metway,5.068% reset cnv.prf,SUNPA,I,251.32,-,251.32,100,-,-,-,255.48,1/3/10,5/3/10,15/3/10,,,,,,,,,
Suncorp-Metway,pref shares,SUNPB,Q3,130.37,-,359.66,100,-,-,-,108.78,1/3/10,5/3/10,15/3/10,,,,,,,,,
Super Cheap Auto Grp,ordinary,SUL,I,8.5,-,8.5,100,3,-,-,7.5,23/2/10,1/3/10,31/3/10,,,,,,,,,
Supply Net,ordinary,SNL,I,1,-,1,100,3,-,1,-,3/3/10,10/3/10,31/3/10,,,,,,,,,
Symex Hldgs,ordinary,SYM,I,1,-,1,100,-,-,-,-,25/2/10,3/3/10,24/3/10,,,,,,,,,
Tabcorp Hldgs Ltd,ordinary,TAH,I,30,-,30,100,3,-,47,-,9/2/10,15/2/10,22/3/10,,,,,,,,,
Tamawood Ltd,ordinary,TWD,I,8,-,8,100,4,-,8,-,14/4/10,20/4/10,18/5/10,,,,,,,,,
Tassal Grp Ltd,ordinary,TGR,I,4,-,4,-,3,-,4,-,5/3/10,12/3/10,1/4/10,,,,,,,,,
Tatts Grp Ltd,ordinary,TTS,I,10,-,10,100,3,-,10,-,2/3/10,9/3/10,6/4/10,,,,,,,,,
Tel.Pacific,ordinary,TPC,I,0.4,-,0.4,100,-,-,-,-,1/3/10,5/3/10,19/3/10,,,,,,,,,
Telstra Corp,ordinary,TLS,I,14,-,14,100,4,-,-,14,22/2/10,26/2/10,26/3/10,,,,,,,,,
TFS Corp Ltd,ordinary,TFC,I,1.25,-,1.25,100,3,-,1.25,-,31/5/10,4/6/10,18/6/10,,,,,,,,,
The Reject Shop,ordinary,TRS,I,39,-,39,100,-,-,-,19,25/3/10,31/3/10,19/4/10,,,,,,,,,
ThinkSmart Ltd,ordinary,TSM,F,2,-,3.5,100,-,-,2,-,31/3/10,8/4/10,23/4/10,,,,,,,,,
Tidewater Invest,ordinary,TDI,I,1.5,-,1.5,100,-,-,-,-,5/3/10,12/3/10,26/3/10,,,,,,,,,
Toll Hldgs Ltd,ordinary,TOL,I,11.5,-,11.5,100,3,-,-,11.5,5/3/10,12/3/10,2/4/10,,,,,,,,,
Transfield Serv Infr,stapled securities,TSI,I,6,-,6,-,3,-,-,-,23/12/09,31/12/09,31/3/10,,,,,,,,,
Transfield Services,ordinary,TSE,I,5,-,5,100,3,-,4.75,-,11/3/10,17/3/10,14/4/10,,,,,,,,,
Transpacific SPS,non-cum setup pref.,TPAPA,I,254,-,254,100,-,-,-,-,25/3/10,31/3/10,15/4/10,,,,,,,,,
Tranzact Fin Service,ordinary,TFS,F,0.25,-,0.25,100,-,-,-,0.25,22/3/10,26/3/10,9/4/10,,,,,,,,,
Treasury Grp,ordinary,TRG,I,12,-,12,100,-,-,-,30,1/3/10,5/3/10,26/3/10,,,,,,,,,
UGL Ltd,ordinary,UGL,I,29,-,29,100,-,-,-,34,2/3/10,9/3/10,19/3/10,,,,,,,,,
Undercoverwear,ordinary,UCW,I,1.25,-,1.25,100,-,-,-,2.75,5/3/10,12/3/10,9/4/10,,,,,,,,,
United Overseas Aust,ordinary,UOS,F,1.5,-,2,-,3,-,0.2,1,3/5/10,7/5/10,31/5/10,,,,,,,,,
Vealls Ltd,income,VELIN,I,4.9,-,4.9,100,-,-,-,4.7,9/4/10,15/4/10,30/4/10,,,,,,,,,
Vealls Ltd,7.0% cum. preference,VELPA,I,0.35,-,0.35,100,-,-,-,0.35,9/4/10,15/4/10,30/4/10,,,,,,,,,
Vision Grp Hldgs,ordinary,VGH,I,2.5,-,2.5,100,3,-,2.5,-,4/3/10,11/3/10,30/3/10,,,,,,,,,
Warrnambool Cheese,ordinary,WCB,I,2,-,2,100,3,-,-,27,22/2/10,26/2/10,26/3/10,,,,,,,,,
Waterco Ltd,ordinary,WAT,I,3,-,3,100,3,-,2,-,3/5/10,7/5/10,4/6/10,,,,,,,,,
Watpac Ltd,ordinary,WTP,I,4.5,-,4.5,100,3,-,-,13.5,25/2/10,3/3/10,1/4/10,,,,,,,,,
Webjet Ltd,ordinary,WEB,I,5,-,5,100,-,-,-,3,25/3/10,31/3/10,14/4/10,,,,,,,,,
Webster Ltd,9% cumulative pref,WBAPA,I,4.5,-,4.5,-,-,-,-,4.5,15/3/10,19/3/10,31/3/10,,,,,,,,,
Wellcom Grp Ltd,ordinary,WLL,I,6,-,6,100,-,-,-,7,15/3/10,19/3/10,15/4/10,,,,,,,,,
Wesfarmers Ltd,ordinary,WES,I,55,-,55,100,3,-,-,135,23/2/10,1/3/10,31/3/10,,,,,,,,,
Wesfarmers Ltd,partially protected,WESN,I,55,-,55,100,3,-,-,135,23/2/10,1/3/10,31/3/10,,,,,,,,,
West Aust News,ordinary,WAN,I,19,-,19,100,3,-,23,-,2/3/10,9/3/10,31/3/10,,,,,,,,,
Western Areas NL,ordinary,WSA,I,3,-,3,-,-,-,-,-,9/3/10,15/3/10,31/3/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,Q3,-,112.36,-,-,-,-,165.15,-,18/3/10,24/3/10,31/3/10,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,Q3,-,136.53,-,-,-,-,-,-,18/3/10,24/3/10,31/3/10,,,,,,,,,
Westpac Office Tr,units,WOT,Q3,1.6625,-,4.9875,-,-,-,-,-,25/3/10,31/3/10,17/5/10,,,,,,,,,
Westpac Office Tr,instalment receipts,WOTCA,Q3,0.85,-,2.55,-,-,-,1.85,0.85,25/3/10,31/3/10,17/5/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q3,-,88.2,150.21,-,-,-,239.14,71.79,10/3/10,16/3/10,31/3/10,,,,,,,,,
Whitehaven Coal,ordinary,WHC,I,2.8,-,2.8,100,-,-,-,1.7,5/3/10,12/3/10,31/3/10,,,,,,,,,
WHK Grp Ltd,ordinary,WHG,I,2,-,2,100,3,-,1.5,-,26/3/10,1/4/10,5/5/10,,,,,,,,,
Wide Bay Aust Ltd,ordinary,WBB,I,32,-,32,100,3,-,-,33,5/3/10,12/3/10,26/3/10,,,,,,,,,
Willmott Forests,ordinary,WFL,I,2,-,2,100,3,-,-,5,3/3/10,10/3/10,31/3/10,,,,,,,,,
Willmott Forests,reset cnv.prf(pines),WFLPA,I,350,-,350,100,-,-,-,350,10/3/10,16/3/10,31/3/10,,,,,,,,,
Wilson HTM Invest,ordinary,WIG,I,3,-,3,100,-,-,-,4,12/4/10,16/4/10,30/4/10,,,,,,,,,
Woodside Pet,ordinary,WPL,F,55,-,110,100,3,-,80,55,1/3/10,5/3/10,31/3/10,,,,,,,,,
Woolworths Ltd,ordinary,WOW,I,53,-,53,100,3,-,48,-,22/3/10,26/3/10,23/4/10,,,,,,,,,
WorleyParsons,ordinary,WOR,I,35.5,-,35.5,100,-,-,-,47.5,24/2/10,2/3/10,25/3/10,,,,,,,,,
Wotif.com Hldgs,ordinary,WTF,I,9,-,9,100,-,-,-,9,15/3/10,19/3/10,31/3/10,,,,,,,,,
Zicom Grp Ltd,ordinary,ZGL,I,0.35,-,0.35,-,-,-,-,0.4,5/3/10,12/3/10,26/3/10,,,,,,,,,
