Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4542.7 at 2011-07-15T16:38:03. Report at Friday, July 15, 2011. Processed Saturday at 2011-07-16T01:00:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $20.78,
ANZVZB,22.00,28/07/11,4:1,.016,.04,,,,,
ANZVZA,22.50,28/07/11,4:1,.006,.04,,,,,
ANZWOJ,23.00,28/07/11,4:1,.012,.017,.077,,,,
ANZWME,24.00,28/07/11,4:1,.001,,,,,,
ANZWOK,25.00,28/07/11,4:1,.01,.015,.015,,,,
ANZWOL,27.00,28/07/11,4:1,.01,.015,,,,,
ANZVOA,21.50,25/08/11,4:1,.165,.17,.19,,,,
ANZVZC,22.00,25/08/11,4:1,.077,.074,,,,,
ANZVZD,23.00,25/08/11,4:1,.03,.04,,,,,
ANZVOB,23.50,25/08/11,4:1,.031,.036,.115,,,,
ANZWMB,24.00,25/08/11,4:1,.016,,.061,,,,
ANZVOC,25.50,25/08/11,4:1,,,,,,,
ANZVOD,22.00,29/09/11,4:1,.195,.20,.295,,,,
ANZWMC,23.00,29/09/11,4:1,.082,.092,.083,-1.7,300,,
ANZVOE,24.00,29/09/11,4:1,.059,.064,,,,,
ANZWMD,25.00,29/09/11,4:1,.025,,,,,,
ANZVOF,26.00,29/09/11,4:1,.014,.019,,,,,
,
Alumina Last Sale Price $2.15,
AWCWMA,2.25,29/09/11,1:1,.145,.155,,,,,
AWCWMC,2.50,29/09/11,1:1,.066,.071,,,,,
,
BHP Billiton Last Sale Price $42.89,
BHPVOB,42.50,28/07/11,4:1,.32,.325,.425,,,,
BHPWZD,43.00,28/07/11,4:1,.19,.20,.185,-12,320,,
BHPVOC,44.50,28/07/11,4:1,.105,.11,.175,,,,
BHPWZC,45.00,28/07/11,4:1,.07,.073,.205,,,,
BHPVOD,46.50,28/07/11,4:1,.025,.03,.105,,,,
BHPWMF,48.00,28/07/11,4:1,.004,,.047,,,,
BHPVOE,48.50,28/07/11,4:1,.009,.014,,,,,
BHPWZE,43.00,25/08/11,4:1,.41,.42,,,,,
BHPWZF,45.00,25/08/11,4:1,.215,.22,,,,,
BHPWOI,46.00,25/08/11,4:1,.175,.18,.17,-5,1500,,
BHPWMG,48.00,25/08/11,4:1,.076,.083,.17,,,,
BHPWOJ,48.00,25/08/11,4:1,.086,.091,.088,-8.2,500,,
BHPWOK,50.00,25/08/11,4:1,.036,.041,.115,,,,
BHPWOL,52.00,25/08/11,4:1,.014,.019,.048,,,,
BHPVOI,42.50,29/09/11,4:1,.685,.69,.68,-8.5,420,,
BHPVOF,44.50,29/09/11,4:1,.425,.43,.51,,,,
BHPWMH,46.00,29/09/11,4:1,.25,.265,.405,,,,
BHPVOG,46.50,29/09/11,4:1,.22,.26,,,,,
BHPVOH,48.50,29/09/11,4:1,.14,.145,,,,,
BHPWMI,49.00,29/09/11,4:1,.087,.096,.092,-1.3,300,,
BHPWMJ,52.00,29/09/11,4:1,.042,.047,,,,,
BHPWMK,54.00,29/09/11,4:1,.015,,.13,,,,
,
BlueScope Steel Last Sale Price $1.24,
BSLVZA,1.20,28/07/11,2:1,.039,.04,,,,,
BSLVZB,1.30,28/07/11,2:1,.016,.04,,,,,
BSLVZC,1.20,25/08/11,2:1,.06,.059,.087,,,,
BSLWOG,1.90,25/08/11,2:1,.005,.01,.021,,,,
BSLWOH,2.25,25/08/11,2:1,.01,.015,,,,,
,
C'wlth Bank of Aust Last Sale Price $49.02,
CBAWOG,50.00,28/07/11,5:1,.16,.16,.135,-1.5,450,,
CBAVZN,52.00,28/07/11,4:1,.025,.04,,,,,
CBAVZO,53.00,28/07/11,4:1,.009,.04,,,,,
CBAWOH,53.00,28/07/11,5:1,.026,.031,.19,,,,
CBAWME,54.00,28/07/11,4:1,.001,,.115,,,,
CBAWOI,56.00,28/07/11,5:1,.011,.016,.115,,,,
CBAVOA,50.00,25/08/11,5:1,.18,.185,.155,-8.5,610,,
CBAWZA,51.50,25/08/11,4:1,.10,.096,.13,,,,
CBAWZB,52.50,25/08/11,4:1,.067,.063,,,,,
CBAVOB,53.00,25/08/11,5:1,.048,.053,.053,,,,
CBAWMF,54.00,25/08/11,4:1,.012,,.12,,,,
CBAVOC,56.00,25/08/11,5:1,.012,.017,,,,,
CBAVOD,50.00,29/09/11,5:1,.31,.315,.295,-1,600,,
CBAVOE,53.00,29/09/11,5:1,.135,.14,.125,-10.5,180,,
CBAWMC,54.00,29/09/11,4:1,.065,.076,.083,,,,
CBAVOF,56.00,29/09/11,5:1,.047,.052,,,,,
CBAWMD,56.00,29/09/11,4:1,.032,,.175,,,,
,
Fortescue Metals Grp Last Sale Price $6.41,
FMGVOA,6.00,28/07/11,3:1,.165,.17,,,,,
FMGVZE,6.25,28/07/11,2:1,.135,.14,,,,,
FMGVZG,6.50,28/07/11,2:1,.07,.073,,,,,
FMGWME,6.50,28/07/11,1:1,.145,.155,.11,,,,
FMGVZF,6.75,28/07/11,2:1,.031,.04,,,,,
FMGVOB,7.00,28/07/11,3:1,.015,.02,,,,,
FMGVZI,6.25,25/08/11,2:1,.21,.215,,,,,
FMGVZJ,6.50,25/08/11,2:1,.145,.155,,,,,
FMGWMF,6.50,25/08/11,1:1,.305,.32,,,,,
FMGWOE,6.50,25/08/11,3:1,.12,.125,,,,,
FMGVZK,6.75,25/08/11,2:1,.099,.105,,,,,
FMGWOF,7.50,25/08/11,3:1,.027,.032,.059,,,,
FMGVOC,6.00,29/09/11,3:1,.255,.26,,,,,
FMGWMC,6.50,29/09/11,1:1,.41,.425,.445,,,,
FMGVOD,7.00,29/09/11,3:1,.093,.098,.16,,,,
FMGWMD,7.00,29/09/11,1:1,.215,.225,,,,,
,
Incitec Pivot Last Sale Price $3.83,
IPLWMA,4.00,29/09/11,1:1,.19,.195,,,,,
IPLWMD,4.25,29/09/11,1:1,.135,.14,.20,,,,
,
Macquarie Grp Last Sale Price $29.00,
MQGWZE,32.00,28/07/11,4:1,.027,.04,,,,,
MQGWOF,35.00,28/07/11,6:1,,,.047,,,,
MQGWZF,35.00,28/07/11,4:1,.001,.04,.11,,,,
MQGWOG,38.00,28/07/11,6:1,.01,.015,.17,,,,
MQGWOL,41.00,28/07/11,6:1,.01,.015,.079,,,,
MQGVZG,32.00,25/08/11,4:1,.067,.073,.067,+2.5,1221,,
MQGVZH,33.00,25/08/11,4:1,.068,.068,,,,,
MQGVOA,33.50,25/08/11,4:1,.076,.081,,,,,
MQGVOB,36.50,25/08/11,4:1,.016,.021,,,,,
MQGVOC,39.50,25/08/11,4:1,,,.074,,,,
MQGVOD,33.50,29/09/11,4:1,.18,.185,.165,+5,200,,
MQGVOE,36.50,29/09/11,4:1,.064,.069,.27,,,,
MQGVOF,39.50,29/09/11,4:1,.021,.026,,,,,
,
National Aust Bank Last Sale Price $23.40,
NABWOG,24.00,28/07/11,4:1,.105,.11,.46,,,,
NABWZA,25.50,28/07/11,4:1,.015,.04,,,,,
NABWOH,26.00,28/07/11,4:1,.014,.019,.076,,,,
NABWZB,26.50,28/07/11,4:1,.003,.04,,,,,
NABWME,28.00,28/07/11,4:1,.001,,.01,,,,
NABWOI,28.00,28/07/11,4:1,.01,.015,.025,,,,
NABVOA,26.00,25/08/11,4:1,.049,.054,.205,,,,
NABWZC,26.00,25/08/11,4:1,.034,.04,.062,,,,
NABWZD,27.00,25/08/11,4:1,.017,.04,,,,,
NABVOB,28.00,25/08/11,4:1,.01,.015,.063,,,,
NABWMF,28.00,25/08/11,4:1,.001,,,,,,
NABVOC,30.00,25/08/11,4:1,.006,.011,,,,,
NABVOD,26.00,29/09/11,4:1,.12,.125,.16,,,,
NABWMG,27.00,29/09/11,4:1,.045,.052,.051,-10.4,180,,
NABVOE,28.00,29/09/11,4:1,.034,.039,,,,,
NABWMD,29.00,29/09/11,4:1,.008,,,,,,
NABVOF,30.00,29/09/11,4:1,.009,.014,.019,,,,
NABWSA,0.00,25/03/20,1:1,23.00,,26.20,,,,
,
Newcrest Min Last Sale Price $40.27,
NCMVOA,37.00,28/07/11,4:1,.905,.91,.42,,,,
NCMWZD,37.00,28/07/11,4:1,.88,.85,,,,,
NCMWZF,38.00,28/07/11,4:1,.675,.65,,,,,
NCMVOB,40.00,28/07/11,4:1,.335,.34,,,,,
NCMWMA,40.00,28/07/11,4:1,.265,.30,.155,,,,
NCMWZE,40.00,28/07/11,4:1,.325,.31,,,,,
NCMVOC,43.00,28/07/11,4:1,.068,.073,,,,,
NCMWZG,38.00,25/08/11,4:1,.825,.80,,,,,
NCMWOE,39.00,25/08/11,4:1,.72,.725,.61,,,,
NCMWZH,39.00,25/08/11,4:1,.655,.635,,,,,
NCMWME,40.00,25/08/11,4:1,.48,.515,.235,,,,
NCMWZI,41.00,25/08/11,4:1,.39,.375,.28,,,,
NCMWOF,42.00,25/08/11,4:1,.33,.335,.395,,,,
NCMWOG,45.00,25/08/11,4:1,.13,.135,.13,+6.9,265,,
NCMVOD,37.00,29/09/11,4:1,1.20,1.205,1.15,+20,200,,
NCMVOE,40.00,29/09/11,4:1,.735,.74,,,,,
NCMWMF,40.00,29/09/11,4:1,.615,.65,,,,,
NCMWMD,42.00,29/09/11,4:1,.41,.44,,,,,
NCMVOF,43.00,29/09/11,4:1,.41,.415,.27,,,,
,
News Corp Last Sale Price $14.77,
NWSVZE,17.00,28/07/11,4:1,.001,.04,.135,,,,
NWSVZD,17.50,28/07/11,4:1,.001,.04,.091,,,,
NWSVZF,16.50,25/08/11,4:1,.026,.04,,,,,
NWSVZG,17.50,25/08/11,4:1,.005,.04,.092,,,,
NWSWMA,17.00,29/09/11,1:1,.24,.26,.21,,,,
NWSWMB,19.00,29/09/11,1:1,.048,.054,.054,-2.4,150,,
,
OZ Minerals Last Sale Price $12.89,
OZLWOG,15.00,25/08/11,2:1,.10,.105,,,,,
OZLWOH,17.00,25/08/11,2:1,.025,.03,,,,,
,
Qantas Airways Last Sale Price $1.84,
QANWZA,1.90,25/08/11,2:1,.037,.04,,,,,
QANWMA,2.25,29/09/11,1:1,.019,,,,,,
QANWMB,2.50,29/09/11,1:1,.003,,,,,,
,
QBE Insurance Grp Last Sale Price $16.69,
QBEWOC,17.00,28/07/11,4:1,.085,.09,.155,,,,
QBEWOD,19.50,28/07/11,4:1,.01,.015,.014,,,,
QBEVOA,17.00,25/08/11,4:1,.20,.205,.28,,,,
QBEVOB,19.50,25/08/11,4:1,.034,.039,,,,,
QBEVOD,17.00,29/09/11,4:1,.17,.175,.27,,,,
QBEVOE,19.50,29/09/11,4:1,.026,.031,.075,,,,
,
Rio Tinto Last Sale Price $81.36,
RIOVOA,77.00,28/07/11,6:1,.87,.875,,,,,
RIOWZD,81.00,28/07/11,6:1,.325,.325,.305,+3,60,,
RIOVOB,82.00,28/07/11,6:1,.305,.31,.295,-3,100,,
RIOWMA,82.00,28/07/11,4:1,.37,.40,.455,,,,
RIOWZE,84.00,28/07/11,6:1,.13,.125,,,,,
RIOVOC,87.00,28/07/11,6:1,.052,.057,,,,,
RIOWZF,87.00,28/07/11,6:1,.035,.04,.18,,,,
RIOWZG,80.00,25/08/11,6:1,.61,.60,,,,,
RIOWOF,81.00,25/08/11,6:1,.635,.64,.65,+5,50,,
RIOWMB,82.00,25/08/11,4:1,.69,.72,,,,,
RIOWZH,82.00,25/08/11,6:1,.445,.435,,,,,
RIOWZI,85.00,25/08/11,6:1,.255,.255,,,,,
RIOWOH,86.00,25/08/11,6:1,.27,.275,.25,,,,
RIOWOI,91.00,25/08/11,6:1,.089,.094,.195,,,,
RIOVOD,77.00,29/09/11,6:1,1.28,1.285,1.515,,,,
RIOVOE,82.00,29/09/11,6:1,.78,.785,,,,,
RIOWMH,82.00,29/09/11,4:1,1.005,1.02,1.02,+7,210,,
RIOWMI,84.00,29/09/11,4:1,.765,.79,,,,,
RIOWMJ,86.00,29/09/11,4:1,.615,.64,.605,,,,
RIOVOF,87.00,29/09/11,6:1,.42,.425,,,,,
,
Santos Last Sale Price $13.23,
STOWOE,15.00,25/08/11,4:1,.03,.035,.049,,,,
STOWOF,16.50,25/08/11,4:1,.012,.017,,,,,
,
Suncorp Grp Last Sale Price $7.72,
SUNWOE,8.00,28/07/11,3:1,.049,.054,,,,,
SUNWOF,10.00,28/07/11,3:1,.01,.015,,,,,
,
Telstra Corp Last Sale Price $2.99,
TLSWOH,2.60,28/07/11,2:1,.205,.21,.205,,,,
TLSWOI,2.90,28/07/11,2:1,.073,.078,,,,,
TLSVZC,3.00,28/07/11,2:1,.023,.04,,,,,
TLSWME,3.00,28/07/11,1:1,.05,.058,,,,,
TLSVOA,3.00,25/08/11,2:1,.033,.038,,,,,
TLSWMF,3.00,25/08/11,1:1,.045,.051,.052,,,,
TLSVOB,3.25,25/08/11,2:1,.011,.016,,,,,
TLSVOC,3.00,29/09/11,2:1,.052,.057,,,,,
TLSWMC,3.00,29/09/11,1:1,.08,.087,.082,,,,
TLSVOD,3.25,29/09/11,2:1,.022,.027,,,,,
TLSWMD,3.25,29/09/11,1:1,.026,,.032,,,,
,
Westpac Banking Last Sale Price $20.58,
WBCWZC,22.00,28/07/11,4:1,.014,.04,.21,,,,
WBCWOH,22.50,28/07/11,4:1,.019,.024,.076,,,,
WBCWZD,23.00,28/07/11,4:1,.001,.04,,,,,
WBCWOI,24.50,28/07/11,4:1,.011,.016,.041,,,,
WBCWMA,25.00,28/07/11,4:1,.001,,,,,,
WBCWOJ,26.50,28/07/11,4:1,.01,.015,.012,,,,
WBCVOA,21.50,25/08/11,4:1,.14,.145,,,,,
WBCWZE,22.00,25/08/11,4:1,.073,.072,,,,,
WBCVOB,23.50,25/08/11,4:1,.023,.028,,,,,
WBCWZF,24.00,25/08/11,4:1,.011,.04,,,,,
WBCWMB,25.00,25/08/11,4:1,.001,,.05,,,,
WBCVOC,25.50,25/08/11,4:1,.006,.011,.03,,,,
WBCVOD,22.00,29/09/11,4:1,.17,.175,.18,,,,
WBCVOE,24.00,29/09/11,4:1,.047,.052,.125,,,,
WBCWMF,24.00,29/09/11,4:1,.029,.033,.032,,,,
WBCVOF,26.00,29/09/11,4:1,.012,.017,,,,,
WBCWMG,26.00,29/09/11,4:1,.005,,,,,,
,
Wesfarmers Last Sale Price $30.37,
WESWOE,31.00,28/07/11,4:1,.13,.135,.39,,,,
WESWOF,34.00,28/07/11,4:1,.014,.019,.46,,,,
WESVOA,32.00,29/09/11,4:1,.21,.215,.20,+1,250,,
WESVOB,35.00,29/09/11,4:1,.061,.066,.105,,,,
,
Woolworths Last Sale Price $27.35,
WOWWOE,25.50,28/07/11,4:1,.495,.50,.65,,,,
WOWWOF,28.00,28/07/11,4:1,.073,.078,.25,,,,
WOWVOA,27.00,29/09/11,4:1,.275,.28,,,,,
WOWWMA,28.00,29/09/11,4:1,.125,.135,,,,,
WOWVOB,29.00,29/09/11,4:1,.094,.099,,,,,
WOWWMC,30.00,29/09/11,4:1,.018,,,,,,
,
Woodside Petroleum Last Sale Price $39.17,
WPLWZE,41.00,28/07/11,4:1,.069,.072,.067,-9.3,700,,
WPLWZF,43.00,28/07/11,4:1,.036,.04,,,,,
WPLVOA,44.50,28/07/11,5:1,.01,.015,,,,,
WPLVOB,47.00,28/07/11,5:1,.006,.011,.165,,,,
WPLWMA,47.00,28/07/11,4:1,.001,,.04,,,,
WPLWZD,47.00,28/07/11,4:1,.001,.04,.042,,,,
