Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4807.7 at 2011-05-20T16:37:03. Report at Friday, May 20, 2011. Processed Saturday at 2011-05-21T01:00:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Last Sale Price $1.56,
AIOVMA,1.80,23/06/11,1:1,.006,,.07,,,,
,
Amcor Last Sale Price $7.07,
AMCTMC,4.50,23/06/11,1:1,2.56,2.60,2.92,,,,
,
AMP Last Sale Price $5.27,
AMPTMC,3.50,23/06/11,1:1,1.795,1.825,,,,,
,
ANZ Banking Grp Last Sale Price $22.79,
ANZWOG,23.00,26/05/11,4:1,.045,.053,.051,-4.9,100,,
ANZVZL,25.00,26/05/11,4:1,.001,.04,,,,,
ANZWOH,25.00,26/05/11,4:1,.011,.021,.017,,,,
ANZWOI,27.00,26/05/11,4:1,.01,.02,.015,,,,
ANZTMA,17.00,23/06/11,1:1,5.89,,8.24,,,,
ANZTMC,17.00,23/06/11,1:1,5.91,6.01,5.86,,,,
ANZVMA,23.00,23/06/11,4:1,.16,.175,.36,,,,
ANZVMB,25.00,23/06/11,4:1,.032,.039,.055,,,,
ANZVZM,25.00,23/06/11,4:1,.009,.04,.085,,,,
ANZVZN,26.00,23/06/11,4:1,.002,.04,.19,,,,
ANZVMC,27.00,23/06/11,4:1,.002,,.055,,,,
ANZWOJ,23.00,28/07/11,4:1,.305,.31,.265,,,,
ANZWME,24.00,28/07/11,4:1,.15,.16,,,,,
ANZWOK,25.00,28/07/11,4:1,.12,.125,.145,,,,
ANZWOL,27.00,28/07/11,4:1,.038,.043,,,,,
ANZWMB,24.00,25/08/11,4:1,.21,.225,,,,,
ANZWMC,23.00,29/09/11,4:1,.405,.42,,,,,
ANZWMD,25.00,29/09/11,4:1,.19,.205,,,,,
,
ASX Last Sale Price $32.00,
ASXTMC,20.50,23/06/11,1:1,11.72,11.76,,,,,
,
Alumina Last Sale Price $2.26,
AWCTMC,1.00,23/06/11,1:1,1.265,,1.46,,,,
AWCVMA,2.50,23/06/11,1:1,.045,.051,.165,,,,
AWCWMA,2.25,29/09/11,1:1,.265,.275,,,,,
AWCWMC,2.50,29/09/11,1:1,.165,.175,,,,,
,
BHP Billiton Last Sale Price $44.05,
BHPVZN,48.00,26/05/11,4:1,.001,.04,.59,,,,
BHPTMC,25.00,23/06/11,1:1,19.19,19.25,19.90,,,,
BHPTMD,31.00,23/06/11,1:1,13.20,13.26,15.93,,,,
BHPVMA,38.00,23/06/11,4:1,1.62,1.635,,,,,
BHPVMB,42.00,23/06/11,4:1,.78,.795,.945,,,,
BHPWOA,45.00,23/06/11,4:1,.295,.30,.305,-12,4376,,
BHPWOB,47.00,23/06/11,4:1,.165,.17,.255,,,,
BHPWZB,47.00,23/06/11,4:1,.089,.13,.092,-6.3,200,,
BHPVMC,48.00,23/06/11,4:1,.082,.089,.12,,,,
BHPWOG,49.00,23/06/11,4:1,.067,.072,.10,,,,
BHPWZA,49.00,23/06/11,4:1,.018,.04,.06,,,,
BHPVMD,50.00,23/06/11,4:1,.031,.035,.17,,,,
BHPWOH,51.00,23/06/11,4:1,.029,.034,.045,,,,
BHPVME,53.00,23/06/11,4:1,.004,,.20,,,,
BHPWMF,48.00,28/07/11,4:1,.23,.24,.24,,100,,
BHPWOI,46.00,25/08/11,4:1,.56,.565,.57,-10.5,360,,
BHPWMG,48.00,25/08/11,4:1,.345,.355,.36,,250,,
BHPWOJ,48.00,25/08/11,4:1,.375,.38,.38,,40,,
BHPWOK,50.00,25/08/11,4:1,.235,.24,.305,,,,
BHPWOL,52.00,25/08/11,4:1,.14,.145,.19,,,,
BHPWMH,46.00,29/09/11,4:1,.63,.64,,,,,
BHPWMI,49.00,29/09/11,4:1,.355,.365,,,,,
BHPWMJ,52.00,29/09/11,4:1,.185,.19,,,,,
BHPWMK,54.00,29/09/11,4:1,.115,.12,.13,,,,
,
Boart Longyear Last Sale Price $4.35,
BLYTMC,2.00,23/06/11,1:1,2.35,,2.61,,,,
BLYVMA,4.50,23/06/11,1:1,.18,.19,.23,,,,
,
Bank of Qld Last Sale Price $9.17,
BOQTMC,6.00,23/06/11,1:1,3.22,3.26,,,,,
,
BlueScope Steel Last Sale Price $1.45,
BSLTMC,1.50,23/06/11,1:1,.075,.089,.225,,,,
BSLWOE,2.25,23/06/11,2:1,.011,.016,.059,,,,
BSLWOF,2.75,23/06/11,2:1,.01,.015,,,,,
BSLWOG,1.90,25/08/11,2:1,.021,.026,.021,-4.6,1000,,
BSLWOH,2.25,25/08/11,2:1,.013,.018,,,,,
,
Brambles Last Sale Price $7.37,
BXBTMC,4.00,23/06/11,1:1,3.40,3.44,,,,,
,
