Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4733.4 at 2010-10-29T16:44:45. Report at Friday, October 29, 2010. Processed Saturday at 2010-10-30T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price $1.56,
AIOWMA,1.65,27/01/11,1:1,.068,.071,.11,,,,
,
Amcor Last Sale Price $6.72,
AMCTMA,4.50,23/06/11,1:1,2.39,2.40,,,,,
,
AMP Last Sale Price $5.34,
AMPWOC,5.75,25/11/10,3:1,.035,.045,,,,,
AMPWOD,6.25,25/11/10,3:1,.013,.023,,,,,
AMPWOE,5.00,28/01/11,3:1,.22,.225,,,,,
AMPWOF,5.50,28/01/11,3:1,.12,.125,,,,,
AMPWOG,5.75,28/01/11,3:1,.084,.089,,,,,
AMPTMA,3.50,23/06/11,1:1,1.92,1.935,,,,,
,
ANZ Banking Grp Last Sale Price $24.81,
ANZWOJ,22.00,25/11/10,4:1,.66,.695,,,,,
ANZWOK,23.50,25/11/10,4:1,.355,.385,.19,,,,
ANZVZH,25.00,25/11/10,4:1,.027,.041,.062,+.1,4500,,
ANZWOL,25.00,25/11/10,4:1,.145,.165,.13,+8.3,100,,
ANZWOM,26.50,25/11/10,4:1,.054,.064,,,,,
ANZVZI,25.00,23/12/10,4:1,.091,.10,,,,,
ANZVMF,21.00,27/01/11,4:1,.965,.97,.78,,,,
ANZVMG,23.00,27/01/11,4:1,.57,.575,,,,,
ANZVMH,25.00,27/01/11,4:1,.295,.30,.31,-.5,100,,
ANZVMI,26.00,27/01/11,4:1,.195,.20,.21,+1.5,1050,,
ANZWOA,23.00,28/01/11,4:1,.635,.665,,,,,
ANZWOB,25.00,28/01/11,4:1,.335,.36,,,,,
ANZWOC,27.00,28/01/11,4:1,.13,.145,.11,,,,
ANZUMA,22.00,24/03/11,4:1,.865,.87,,,,,
ANZUMB,24.00,24/03/11,4:1,.55,.555,.485,,,,
ANZTMA,17.00,23/06/11,1:1,7.88,7.89,7.08,,,,
,
ASX Last Sale Price $37.10,
ASXUMD,31.00,24/03/11,4:1,1.90,1.905,1.855,-17.5,30,,
ASXTMA,20.50,23/06/11,1:1,17.14,17.15,,,,,
,
Alumina Last Sale Price $2.03,
AWCWMA,1.80,27/01/11,1:1,.335,.345,.355,,,,
AWCTMA,1.00,23/06/11,1:1,1.035,1.05,,,,,
,
AWE Last Sale Price $1.50,
AWEWMA,1.75,24/03/11,1:1,.135,.14,.14,-1,200,,
,
AXA Asia Pacific Last Sale Price $5.44,
AXAWSA,0.00,25/03/20,1:1,,,5.19,,,,
,
BHP Billiton Last Sale Price $41.92,
