Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4404.2 at 2012-04-13T16:40:34. Report at Friday, April 13, 2012. Processed Saturday at 2012-04-14T01:00:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $22.98,
ANZVOF,21.00,26/04/12,4:1,.52,.53,,,,,
ANZWRC,22.52,26/04/12,4:1,.15,.16,,,,,
ANZVOI,23.00,26/04/12,4:1,.125,.135,.14,,,,
ANZWRD,23.52,26/04/12,4:1,.025,.04,,,,,
ANZVOH,25.00,26/04/12,4:1,.018,.023,,,,,
ANZVMC,21.00,24/05/12,4:1,.40,,,,,,
ANZWOF,21.00,24/05/12,4:1,.445,.46,,,,,
ANZVMD,23.00,24/05/12,4:1,.095,.12,.11,,,,
ANZWOL,23.00,24/05/12,4:1,.155,.165,,,,,
ANZWOM,25.00,24/05/12,4:1,.039,.044,,,,,
ANZWRE,22.51,27/06/12,4:1,.21,.22,,,,,
ANZWRF,23.02,27/06/12,4:1,.145,.155,,,,,
ANZWRG,23.52,27/06/12,4:1,.10,.105,,,,,
ANZVME,21.00,28/06/12,4:1,.495,.52,,,,,
ANZWOG,22.00,28/06/12,4:1,.375,.385,,,,,
ANZVMF,23.00,28/06/12,4:1,.16,.185,,,,,
ANZWOH,24.00,28/06/12,4:1,.15,.155,,,,,
ANZWOI,26.00,28/06/12,4:1,.048,.053,,,,,
ANZVMG,22.00,26/07/12,4:1,.35,.375,,,,,
ANZVMH,24.00,26/07/12,4:1,.115,.14,.16,,,,
,
BHP Billiton Last Sale Price $34.47,
BHPVOF,34.00,26/04/12,4:1,.32,.325,.235,,,,
BHPWRD,35.50,26/04/12,4:1,.057,.055,.06,,100,,
BHPVOG,36.00,26/04/12,4:1,.10,.105,.095,+2.8,500,,
BHPWRC,36.52,26/04/12,4:1,.019,.04,.04,,,,
BHPVMA,38.00,26/04/12,4:1,.003,.02,.032,,,,
BHPVOH,38.00,26/04/12,4:1,.025,.03,.11,,,,
BHPVOI,40.00,26/04/12,4:1,.016,.021,,,,,
BHPVMB,42.00,26/04/12,4:1,.001,.03,,,,,
BHPVMC,34.00,24/05/12,4:1,.435,.72,.36,,,,
BHPWOK,34.00,24/05/12,4:1,.53,.535,.55,+11,100,,
BHPVMD,36.00,24/05/12,4:1,.195,.22,.215,+5.5,100,,
BHPWOG,36.00,24/05/12,4:1,.285,.29,.43,,,,
BHPWOH,38.00,24/05/12,4:1,.13,.135,.13,+3,1000,,
BHPWOL,40.00,24/05/12,4:1,.054,.059,,,,,
BHPWRE,36.51,27/06/12,4:1,.235,.235,,,,,
BHPWRF,37.51,27/06/12,4:1,.15,.155,.25,,,,
BHPWRG,38.51,27/06/12,4:1,.10,.105,,,,,
BHPWOA,33.00,28/06/12,4:1,.80,.805,.805,+12.5,108,,
BHPVME,34.00,28/06/12,4:1,.595,.62,.68,,,,
BHPWOM,35.00,28/06/12,4:1,.505,.51,,,,,
BHPVMF,36.00,28/06/12,4:1,.33,.355,.265,,,,
BHPWON,37.00,28/06/12,4:1,.29,.295,,,,,
BHPWOO,39.00,28/06/12,4:1,.15,.155,,,,,
BHPVMG,35.00,26/07/12,4:1,.545,.57,.775,,,,
BHPVMH,37.00,26/07/12,4:1,.325,.35,.28,,,,
,
C'wlth Bank of Aust Last Sale Price $50.18,
CBAVOF,49.00,26/04/12,5:1,.365,.37,.355,+4.5,60,,
CBAWRD,50.00,26/04/12,4:1,.165,.17,.16,+14.2,100,,
CBAWRC,50.52,26/04/12,4:1,.105,.115,.105,,,,
CBAVOI,51.00,26/04/12,5:1,.145,.15,.20,,,,
CBAVOH,53.00,26/04/12,5:1,.043,.048,,,,,
CBAVMC,47.00,24/05/12,4:1,.955,.98,,,,,
CBAVMD,49.00,24/05/12,4:1,.57,.595,,,,,
CBAWOF,49.00,24/05/12,5:1,.555,.56,,,,,
CBAWOA,51.00,24/05/12,5:1,.345,.35,.34,+2.5,100,,
CBAWOB,53.00,24/05/12,5:1,.175,.18,,,,,
CBAWRE,50.51,27/06/12,4:1,.445,.455,,,,,
CBAWRF,51.51,27/06/12,4:1,.315,.325,,,,,
CBAWRG,53.02,27/06/12,4:1,.17,.18,,,,,
CBAVME,47.00,28/06/12,4:1,1.11,1.135,,,,,
CBAVMF,49.00,28/06/12,4:1,.745,.77,,,,,
CBAWOG,49.00,28/06/12,5:1,.685,.69,,,,,
CBAWOH,51.00,28/06/12,5:1,.455,.46,.43,,,,
CBAWOI,53.00,28/06/12,5:1,.275,.28,,,,,
CBAVMG,48.00,26/07/12,4:1,1.04,1.065,,,,,
CBAVMH,50.00,26/07/12,4:1,.71,.735,,,,,
,
Fortescue Metals Grp Last Sale Price $5.92,
FMGVOF,5.75,26/04/12,3:1,.12,.125,.23,,,,
FMGWRD,5.75,26/04/12,2:1,.125,.14,.019,,,,
FMGWRC,5.77,26/04/12,2:1,.125,.135,,,,,
FMGVOG,6.25,26/04/12,3:1,.044,.049,.17,,,,
FMGVMA,6.00,24/05/12,2:1,.14,.165,.205,,,,
FMGWOJ,6.00,24/05/12,3:1,.13,.135,,,,,
FMGWOF,6.50,24/05/12,3:1,.067,.072,,,,,
FMGWRE,5.76,27/06/12,2:1,.255,.265,,,,,
FMGWRF,6.01,27/06/12,2:1,.19,.20,,,,,
FMGWRG,6.26,27/06/12,2:1,.135,.145,,,,,
FMGWOG,5.75,28/06/12,3:1,.22,.225,,,,,
FMGVMB,6.00,28/06/12,2:1,.21,.235,.20,+3,1360,,
FMGWOH,6.25,28/06/12,3:1,.135,.14,,,,,
FMGVMC,6.00,26/07/12,2:1,.255,.28,,,,,
,
Macquarie Grp Last Sale Price $28.99,
MQGVOF,26.00,26/04/12,4:1,.79,.795,.41,,,,
MQGVOJ,28.00,26/04/12,4:1,.36,.365,.34,+11,400,,
MQGWRC,28.00,26/04/12,4:1,.32,.325,,,,,
MQGWRD,28.50,26/04/12,4:1,.225,.23,,,,,
MQGVOK,30.00,26/04/12,4:1,.10,.105,.225,,,,
MQGWOI,26.00,24/05/12,4:1,.74,.745,,,,,
MQGWOJ,28.00,24/05/12,4:1,.405,.41,,,,,
MQGWOK,30.00,24/05/12,4:1,.185,.19,.29,,,,
MQGWRE,30.00,27/06/12,4:1,.23,.235,,,,,
MQGWRF,31.50,27/06/12,4:1,.125,.13,,,,,
MQGWRG,33.00,27/06/12,4:1,.061,.062,,,,,
MQGWOM,28.00,28/06/12,4:1,.545,.55,,,,,
MQGWON,30.00,28/06/12,4:1,.315,.32,,,,,
MQGWOO,32.00,28/06/12,4:1,.175,.18,,,,,
,
National Aust Bank Last Sale Price $24.80,
NABVOL,24.00,26/04/12,4:1,.28,.285,.31,,,,
NABWRC,24.02,26/04/12,4:1,.23,.235,,,,,
NABWRD,25.02,26/04/12,4:1,.069,.07,.08,,,,
NABVOM,26.00,26/04/12,4:1,.041,.046,.079,,,,
NABVOF,28.00,26/04/12,4:1,.016,.021,,,,,
NABVMC,23.00,24/05/12,4:1,.545,.57,.48,,,,
NABWOM,24.00,24/05/12,4:1,.395,.40,,,,,
NABVMD,25.00,24/05/12,4:1,.195,.22,,,,,
NABWOH,26.00,24/05/12,4:1,.135,.14,.145,,,,
NABWOL,28.00,24/05/12,4:1,.037,.042,,,,,
NABWRE,24.02,27/06/12,4:1,.26,.265,,,,,
NABWRF,24.52,27/06/12,4:1,.195,.20,,,,,
NABWRG,25.02,27/06/12,4:1,.14,.145,,,,,
NABVME,23.00,28/06/12,4:1,.47,.495,,,,,
NABWOA,24.00,28/06/12,4:1,.375,.385,,,,,
NABVMF,25.00,28/06/12,4:1,.175,.20,,,,,
NABWON,26.00,28/06/12,4:1,.165,.17,,,,,
NABWOO,28.00,28/06/12,4:1,.061,.066,,,,,
NABVMG,24.00,26/07/12,4:1,.375,.40,,,,,
NABVMH,26.00,26/07/12,4:1,.14,.165,,,,,
NABWSA,0.00,25/03/20,1:1,24.00,,26.20,,,,
,
Newcrest Min Last Sale Price $29.24,
NCMVOK,30.00,26/04/12,4:1,.175,.18,.18,+.5,900,,
NCMVOF,33.00,26/04/12,4:1,.029,.034,.105,,,,
NCMWRC,33.31,26/04/12,4:1,.005,.04,.015,,,,
NCMWRD,34.81,26/04/12,4:1,.001,.04,.04,,,,
NCMVOJ,36.00,26/04/12,4:1,,,.03,,,,
NCMWOF,33.00,24/05/12,4:1,.14,.145,.225,,,,
NCMVMC,34.00,24/05/12,4:1,.012,.03,.077,,,,
NCMWOG,36.00,24/05/12,4:1,.044,.049,.049,,,,
NCMWOH,39.00,24/05/12,4:1,.02,.025,.115,,,,
NCMWRF,30.50,27/06/12,4:1,.315,.32,,,,,
NCMWRG,31.50,27/06/12,4:1,.23,.235,.195,,,,
NCMWRE,33.31,27/06/12,4:1,.12,.125,.125,-9,600,,
NCMWOM,28.00,28/06/12,4:1,.74,.745,,,,,
NCMWON,31.00,28/06/12,4:1,.37,.375,,,,,
NCMVMB,34.00,28/06/12,4:1,.09,.12,.23,,,,
NCMWOO,34.00,28/06/12,4:1,.16,.165,.21,,,,
NCMVMD,34.00,26/07/12,4:1,.15,.18,.185,,,,
,
QBE Insurance Grp Last Sale Price $13.61,
QBEVOI,14.00,26/04/12,4:1,.068,.073,.215,,,,
QBEVOJ,15.00,26/04/12,4:1,.021,.026,,,,,
QBEWOF,14.00,24/05/12,4:1,.15,.155,,,,,
QBEWOG,15.00,24/05/12,4:1,.07,.075,,,,,
QBEWOM,14.00,28/06/12,4:1,.205,.21,.345,,,,
QBEWON,15.00,28/06/12,4:1,.11,.115,,,,,
,
Rio Tinto Last Sale Price $65.95,
RIOVOM,62.00,26/04/12,6:1,.78,.785,.535,,,,
RIOVMA,65.00,26/04/12,4:1,.505,.53,.31,,,,
RIOWRD,65.00,26/04/12,6:1,.305,.30,,,,,
RIOVOF,66.00,26/04/12,6:1,.315,.32,.49,,,,
RIOWRC,67.52,26/04/12,6:1,.105,.11,,,,,
RIOVMB,70.00,26/04/12,4:1,.087,,.25,,,,
RIOVOL,70.00,26/04/12,6:1,.08,.085,,,,,
RIOVMC,63.00,24/05/12,4:1,1.175,1.20,,,,,
RIOVMD,66.00,24/05/12,4:1,.67,.695,.735,+33.5,90,,
RIOWOI,66.00,24/05/12,6:1,.615,.62,,,,,
RIOWOJ,70.00,24/05/12,6:1,.32,.325,.40,,,,
RIOWOH,74.00,24/05/12,6:1,.14,.145,.205,,,,
RIOWRE,67.52,27/06/12,6:1,.455,.455,.33,,,,
RIOWRF,69.02,27/06/12,6:1,.345,.345,,,,,
RIOWRG,71.02,27/06/12,6:1,.225,.23,,,,,
RIOWOM,62.00,28/06/12,6:1,1.185,1.19,,,,,
RIOVME,63.00,28/06/12,4:1,1.46,1.485,,,,,
RIOVMF,66.00,28/06/12,4:1,.995,1.02,,,,,
RIOWON,66.00,28/06/12,6:1,.785,.79,,,,,
RIOWOO,70.00,28/06/12,6:1,.475,.48,,,,,
RIOVMG,64.00,26/07/12,4:1,1.49,1.515,,,,,
RIOVMH,67.00,26/07/12,4:1,1.06,1.085,1.07,+15,20,,
,
Telstra Corp Last Sale Price $3.36,
TLSVOI,3.25,26/04/12,2:1,.074,.079,,,,,
TLSWRC,3.30,26/04/12,2:1,.04,.047,,,,,
TLSWRD,3.40,26/04/12,2:1,.014,.04,,,,,
TLSVOJ,3.50,26/04/12,2:1,.017,.022,,,,,
TLSWOF,3.25,24/05/12,2:1,.10,.105,,,,,
TLSWOG,3.50,24/05/12,2:1,.037,.042,.05,,,,
