Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4840.3 at 2011-03-25T16:36:35. Report at Friday, March 25, 2011. Processed Saturday at 2011-03-26T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price $1.68,
AIOVMA,1.80,23/06/11,1:1,.065,.077,,,,,
,
Amcor Last Sale Price $6.96,
AMCTMC,4.50,23/06/11,1:1,2.49,,2.61,,,,
,
AMP Last Sale Price $5.38,
AMPTMC,3.50,23/06/11,1:1,1.945,,,,,,
,
ANZ Banking Grp Last Sale Price $23.37,
ANZWOG,23.00,26/05/11,4:1,.28,.285,.29,+2.5,100,,
ANZVZL,25.00,26/05/11,4:1,.046,.055,,,,,
ANZWOH,25.00,26/05/11,4:1,.105,.11,.11,+1.5,270,,
ANZWOI,27.00,26/05/11,4:1,.032,.037,.11,,,,
ANZTMA,17.00,23/06/11,1:1,6.42,,8.24,,,,
ANZTMC,17.00,23/06/11,1:1,6.21,,7.93,,,,
ANZVMA,23.00,23/06/11,4:1,.35,.37,.35,,,,
ANZVMB,25.00,23/06/11,4:1,.13,.145,.125,,,,
ANZVMC,27.00,23/06/11,4:1,.074,.083,.055,,,,
ANZWOJ,23.00,28/07/11,4:1,.42,.43,,,,,
ANZWOK,25.00,28/07/11,4:1,.22,.225,,,,,
ANZWOL,27.00,28/07/11,4:1,.095,.10,,,,,
,
ASX Last Sale Price $35.00,
ASXTMC,20.50,23/06/11,1:1,15.07,15.15,,,,,
,
Alumina Last Sale Price $2.39,
AWCTMC,1.00,23/06/11,1:1,1.415,1.445,,,,,
AWCVMA,2.50,23/06/11,1:1,.17,.19,.18,,400,,
,
BHP Billiton Last Sale Price $44.76,
BHPWOM,44.00,28/04/11,4:1,.54,.545,.56,+1.5,4100,,
