Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4218.8 at 2011-12-16T16:49:22. Report at Friday, December 16, 2011. Processed Saturday at 2011-12-17T01:00:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $20.93,
ANZVRH,21.00,22/12/11,4:1,.054,.063,.094,,,,
ANZVRG,22.50,22/12/11,4:1,.002,,,,,,
ANZWOG,18.00,24/01/12,4:1,.845,.85,.78,,,,
ANZWOH,21.00,24/01/12,4:1,.295,.30,.305,,,,
ANZWOI,24.00,24/01/12,4:1,.048,.053,.15,,,,
ANZWMK,25.00,24/01/12,4:1,.001,,.03,,,,
ANZWOJ,27.00,24/01/12,4:1,.017,.022,,,,,
ANZVOA,18.00,23/02/12,4:1,.89,.895,.945,,,,
ANZVRI,18.00,23/02/12,4:1,.86,.85,,,,,
ANZVOB,20.00,23/02/12,4:1,.505,.51,,,,,
ANZVRJ,21.00,23/02/12,4:1,.285,.285,,,,,
ANZVOC,22.00,23/02/12,4:1,.225,.23,,,,,
ANZVRK,23.00,23/02/12,4:1,.075,.073,,,,,
ANZVOG,24.00,23/02/12,4:1,.076,.081,,,,,
ANZVRL,25.00,23/02/12,4:1,.011,.04,,,,,
,
BHP Billiton Last Sale Price $35.19,
BHPVRG,38.00,22/12/11,4:1,,.04,.057,,,,
BHPVRH,40.00,22/12/11,4:1,.001,.04,.045,,,,
BHPVOA,33.00,24/01/12,4:1,.935,.94,1.215,,,,
BHPVOB,36.00,24/01/12,4:1,.465,.47,.45,,,,
BHPVOC,39.00,24/01/12,4:1,.165,.17,.18,,,,
BHPVOD,42.00,24/01/12,4:1,.04,.045,.072,,,,
BHPWMM,46.00,24/01/12,4:1,.001,,.029,,,,
BHPVRJ,33.00,23/02/12,4:1,.94,.94,,,,,
BHPVOJ,35.00,23/02/12,4:1,.72,.725,,,,,
BHPVRI,36.00,23/02/12,4:1,.455,.46,,,,,
BHPVOK,37.00,23/02/12,4:1,.46,.465,.47,-1,3050,,
BHPVOL,39.00,23/02/12,4:1,.265,.27,.265,-22.5,400,,
BHPVRK,40.00,23/02/12,4:1,.10,.105,,,,,
BHPVOM,41.00,23/02/12,4:1,.135,.14,.14,+1,100,,
BHPVOE,43.00,23/02/12,4:1,.063,.068,.068,,,,
BHPVRL,44.00,23/02/12,4:1,.01,.04,,,,,
BHPVON,45.00,23/02/12,4:1,.035,.04,.068,,,,
,
C'wlth Bank of Aust Last Sale Price $49.13,
CBAVRG,48.00,22/12/11,4:1,.335,.36,.33,+1.5,2190,,
CBAVRH,50.00,22/12/11,4:1,.067,.074,.12,,,,
CBAWOG,42.00,24/01/12,5:1,1.58,1.585,,,,,
CBAWOH,46.00,24/01/12,5:1,.91,.915,1.01,,,,
CBAWOI,50.00,24/01/12,5:1,.385,.39,.39,+2.5,135,,
CBAWMK,54.00,24/01/12,4:1,.017,,.093,,,,
CBAWOJ,54.00,24/01/12,5:1,.125,.13,,,,,
