Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4364.7 at 2012-03-16T16:41:23. Report at Friday, March 16, 2012. Processed Saturday at 2012-03-17T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $22.51,
ANZWOA,19.00,29/03/12,4:1,.895,.90,,,,,
ANZWOB,21.00,29/03/12,4:1,.415,.42,,,,,
ANZWRA,22.00,29/03/12,4:1,.155,.165,,,,,
ANZVMA,23.00,29/03/12,4:1,.034,.03,,,,,
ANZWOC,23.00,29/03/12,4:1,.074,.079,,,,,
ANZWRB,23.00,29/03/12,4:1,.03,.04,,,,,
ANZWOK,25.00,29/03/12,4:1,,,,,,,
ANZVMB,26.00,29/03/12,4:1,.001,,,,,,
ANZVOF,21.00,26/04/12,4:1,.49,.495,,,,,
ANZWRC,22.52,26/04/12,4:1,.14,.15,,,,,
ANZVOI,23.00,26/04/12,4:1,.17,.175,.14,,,,
ANZWRD,23.52,26/04/12,4:1,.044,.048,,,,,
ANZVOH,25.00,26/04/12,4:1,.038,.043,,,,,
ANZVMC,21.00,24/05/12,4:1,.39,.415,,,,,
ANZWOF,21.00,24/05/12,4:1,.45,.455,,,,,
ANZVMD,23.00,24/05/12,4:1,.12,.145,,,,,
ANZWOL,23.00,24/05/12,4:1,.19,.195,,,,,
ANZWOM,25.00,24/05/12,4:1,.062,.067,,,,,
ANZWRE,22.51,27/06/12,4:1,.20,.21,,,,,
ANZWRF,23.02,27/06/12,4:1,.145,.155,,,,,
ANZWRG,23.52,27/06/12,4:1,.10,.11,,,,,
ANZVME,21.00,28/06/12,4:1,.465,.49,,,,,
ANZVMF,23.00,28/06/12,4:1,.185,.21,,,,,
ANZVMG,22.00,26/07/12,4:1,.365,.39,,,,,
ANZVMH,24.00,26/07/12,4:1,.14,.165,,,,,
,
BHP Billiton Last Sale Price $34.97,
BHPWOI,34.00,29/03/12,4:1,.39,.395,.40,-27,725,,
BHPWOJ,36.00,29/03/12,4:1,.135,.14,.24,,,,
BHPWRA,36.00,29/03/12,4:1,.034,.052,.07,,,,
BHPWRB,37.50,29/03/12,4:1,.003,.04,.05,,,,
BHPWOC,38.00,29/03/12,4:1,.041,.046,.051,,,,
BHPWOD,40.00,29/03/12,4:1,.013,.023,.02,,,,
BHPWOE,42.00,29/03/12,4:1,.011,.021,,,,,
BHPWOF,44.00,29/03/12,4:1,.011,.021,,,,,
BHPVOF,34.00,26/04/12,4:1,.575,.58,.535,,,,
BHPVOG,36.00,26/04/12,4:1,.305,.31,.31,-4.5,230,,
BHPWRC,36.52,26/04/12,4:1,.13,.14,,,,,
BHPVMA,38.00,26/04/12,4:1,.071,.094,.115,,,,
BHPVOH,38.00,26/04/12,4:1,.135,.14,.20,,,,
BHPWRD,38.52,26/04/12,4:1,.033,.04,,,,,
BHPVOI,40.00,26/04/12,4:1,.057,.062,,,,,
BHPVMB,42.00,26/04/12,4:1,.001,,,,,,
BHPVMC,34.00,24/05/12,4:1,.64,.665,,,,,
BHPWOK,34.00,24/05/12,4:1,.735,.74,.755,,,,
BHPVMD,36.00,24/05/12,4:1,.355,.38,.385,,,,
BHPWOG,36.00,24/05/12,4:1,.47,.475,.585,,,,
BHPWOH,38.00,24/05/12,4:1,.275,.28,,,,,
BHPWOL,40.00,24/05/12,4:1,.15,.155,,,,,
BHPWRE,36.51,27/06/12,4:1,.35,.365,,,,,
BHPWRF,37.51,27/06/12,4:1,.25,.26,,,,,
BHPWRG,38.51,27/06/12,4:1,.175,.18,,,,,
BHPVME,34.00,28/06/12,4:1,.785,.81,,,,,
BHPVMF,36.00,28/06/12,4:1,.50,.525,,,,,
BHPVMG,35.00,26/07/12,4:1,.74,.77,.74,,100,,
BHPVMH,37.00,26/07/12,4:1,.485,.51,.48,,150,,
,
C'wlth Bank of Aust Last Sale Price $48.96,
CBAWOK,48.00,29/03/12,5:1,.335,.34,.30,,,,
CBAWOL,50.00,29/03/12,5:1,.14,.145,.17,,,,
CBAWRA,50.50,29/03/12,4:1,.006,.04,.205,,,,
CBAVMA,52.00,29/03/12,4:1,.009,.03,.05,,,,
CBAWOM,52.00,29/03/12,5:1,.037,.042,,,,,
CBAWRB,52.00,29/03/12,4:1,.001,.04,.045,,,,
CBAWON,54.00,29/03/12,5:1,.018,.023,,,,,
CBAVMB,55.00,29/03/12,4:1,.001,,,,,,
CBAVOF,49.00,26/04/12,5:1,.40,.405,.405,-2.5,240,,
CBAWRC,50.52,26/04/12,4:1,.11,.125,,,,,
CBAVOI,51.00,26/04/12,5:1,.22,.225,.20,,,,
CBAVOH,53.00,26/04/12,5:1,.105,.11,,,,,
CBAWRD,53.02,26/04/12,4:1,.012,.04,,,,,
CBAVMC,47.00,24/05/12,4:1,.85,.875,,,,,
CBAVMD,49.00,24/05/12,4:1,.52,.545,,,,,
CBAWOF,49.00,24/05/12,5:1,.54,.545,,,,,
CBAWOA,51.00,24/05/12,5:1,.35,.355,.33,,,,
CBAWOB,53.00,24/05/12,5:1,.21,.215,,,,,
CBAWRE,50.51,27/06/12,4:1,.365,.385,,,,,
CBAWRF,51.51,27/06/12,4:1,.255,.275,,,,,
CBAWRG,53.02,27/06/12,4:1,.14,.155,,,,,
CBAVME,47.00,28/06/12,4:1,1.02,1.045,,,,,
CBAVMF,49.00,28/06/12,4:1,.69,.715,,,,,
