Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4816.1 at 2011-05-06T16:35:45. Report at Friday, May 6, 2011. Processed Saturday at 2011-05-07T01:00:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Grp Last Sale Price $1.60,
AIOVMA,1.80,23/06/11,1:1,.02,,.07,,,,
,
Amcor Last Sale Price $7.00,
AMCTMC,4.50,23/06/11,1:1,2.52,2.56,2.92,,,,
,
AMP Last Sale Price $5.29,
AMPTMC,3.50,23/06/11,1:1,1.83,1.86,,,,,
,
ANZ Banking Grp Last Sale Price $23.24,
ANZWOG,23.00,26/05/11,4:1,.13,.135,.14,-3.5,1201,,
ANZVZL,25.00,26/05/11,4:1,.002,.04,,,,,
ANZWOH,25.00,26/05/11,4:1,.022,.027,.11,,,,
ANZWOI,27.00,26/05/11,4:1,.012,.022,.015,,,,
ANZTMA,17.00,23/06/11,1:1,6.20,,8.24,,,,
ANZTMC,17.00,23/06/11,1:1,5.78,,7.93,,,,
ANZVMA,23.00,23/06/11,4:1,.20,.205,.36,,,,
ANZVMB,25.00,23/06/11,4:1,.037,.042,.055,,,,
ANZVZM,25.00,23/06/11,4:1,.017,.04,.085,,,,
ANZVZN,26.00,23/06/11,4:1,.006,.04,.19,,,,
ANZVMC,27.00,23/06/11,4:1,.002,,.055,,,,
ANZWOJ,23.00,28/07/11,4:1,.32,.325,.445,,,,
ANZWOK,25.00,28/07/11,4:1,.135,.14,,,,,
ANZWOL,27.00,28/07/11,4:1,.044,.049,,,,,
,
ASX Last Sale Price $31.26,
ASXTMC,20.50,23/06/11,1:1,11.09,11.12,,,,,
,
Alumina Last Sale Price $2.23,
AWCTMC,1.00,23/06/11,1:1,1.225,1.265,1.46,,,,
AWCVMA,2.50,23/06/11,1:1,.052,.064,.165,,,,
,
BHP Billiton Last Sale Price $44.58,
BHPVZN,48.00,26/05/11,4:1,.026,.049,.59,,,,
BHPTMC,25.00,23/06/11,1:1,19.60,19.95,19.89,,100,,
BHPTMD,31.00,23/06/11,1:1,13.61,13.95,15.93,,,,
BHPVMA,38.00,23/06/11,4:1,1.74,1.825,,,,,
BHPVMB,42.00,23/06/11,4:1,.925,.985,1.085,,,,
BHPWOA,45.00,23/06/11,4:1,.48,.485,.49,-23,170,,
BHPWOB,47.00,23/06/11,4:1,.28,.285,.28,-7.5,575,,
BHPVMC,48.00,23/06/11,4:1,.165,.19,.17,-8.5,1750,,
BHPWOG,49.00,23/06/11,4:1,.14,.145,.15,-2,200,,
BHPWZA,49.00,23/06/11,4:1,.067,.081,.155,,,,
BHPVMD,50.00,23/06/11,4:1,.074,.092,.17,,,,
BHPWZB,50.00,23/06/11,4:1,.052,.06,,,,,
BHPWOH,51.00,23/06/11,4:1,.07,.075,.105,,,,
BHPVME,53.00,23/06/11,4:1,.022,,.20,,,,
BHPWOI,46.00,25/08/11,4:1,.68,.685,.70,-8.5,160,,
