Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4339.0 at 2012-08-31T17:00:37. Report at Friday, August 31, 2012. Processed Saturday at 2012-09-01T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $24.82,
ANZVOD,22.00,27/09/12,4:1,.795,.80,.545,,,,
ANZWMA,22.00,27/09/12,4:1,.74,.78,,,,,
ANZWRO,22.50,27/09/12,4:1,.62,.625,,,,,
ANZWMB,23.50,27/09/12,4:1,.40,.44,,,,,
ANZVOE,24.00,27/09/12,4:1,.37,.375,,,,,
ANZWRL,24.00,27/09/12,4:1,.285,.29,,,,,
ANZVOG,26.00,27/09/12,4:1,.11,.115,,,,,
ANZWMC,22.50,25/10/12,4:1,.675,.715,,,,,
ANZWRA,23.00,25/10/12,4:1,.55,.55,,,,,
ANZWMD,24.00,25/10/12,4:1,.36,.385,.20,,,,
ANZWRB,24.50,25/10/12,4:1,.265,.265,,,,,
ANZWME,23.00,29/11/12,4:1,.495,.52,,,,,
ANZVRM,25.00,29/11/12,4:1,.165,.17,,,,,
ANZWMF,25.00,29/11/12,4:1,.20,.225,,,,,
ANZVRN,26.00,29/11/12,4:1,.092,.093,,,,,
,
BHP Billiton Last Sale Price $31.79,
BHPVOA,31.00,27/09/12,4:1,.42,.425,.545,,,,
BHPWMA,31.00,27/09/12,4:1,.295,.32,,,,,
BHPVON,33.00,27/09/12,4:1,.20,.205,.205,-24,60,,
BHPWMB,33.00,27/09/12,4:1,.075,.10,.205,,,,
BHPWRM,33.00,27/09/12,4:1,.04,,.19,,,,
BHPVOO,35.00,27/09/12,4:1,.081,.086,.165,,,,
BHPWRN,35.00,27/09/12,4:1,.003,,.041,,,,
BHPVOB,37.00,27/09/12,4:1,.033,.038,.10,,,,
BHPWRB,30.00,25/10/12,4:1,.57,.575,,,,,
BHPWMC,32.00,25/10/12,4:1,.29,.315,.435,,,,
BHPWMD,34.00,25/10/12,4:1,.115,.14,.145,,,,
BHPWRA,34.00,25/10/12,4:1,.10,.105,,,,,
BHPVRM,32.00,29/11/12,4:1,.385,.39,,,,,
BHPWME,32.00,29/11/12,4:1,.415,.44,.57,,,,
BHPWMF,34.00,29/11/12,4:1,.215,.24,,,,,
BHPVRN,36.00,29/11/12,4:1,.076,.078,,,,,
,
C'wlth Bank of Aust Last Sale Price $54.74,
CBAVOG,54.00,27/09/12,5:1,.44,.445,.455,,,,
CBAWMA,54.00,27/09/12,4:1,.405,.43,,,,,
CBAWRM,55.00,27/09/12,4:1,.24,.255,,,,,
CBAWMB,55.50,27/09/12,4:1,.22,.245,.24,,,,
CBAVOD,56.00,27/09/12,5:1,.24,.245,.33,,,,
CBAVOE,58.00,27/09/12,5:1,.115,.12,.595,,,,
CBAWRN,60.00,27/09/12,4:1,.01,.04,.076,,,,
CBAWMC,54.50,25/10/12,4:1,.49,.515,,,,,
CBAWMD,56.00,25/10/12,4:1,.30,.325,,,,,
CBAWRA,56.00,25/10/12,4:1,.27,.28,,,,,
CBAWRB,58.00,25/10/12,4:1,.12,.125,,,,,
CBAVRM,53.00,29/11/12,4:1,.865,.88,,,,,
CBAWME,55.00,29/11/12,4:1,.59,.615,,,,,
CBAWMF,56.50,29/11/12,4:1,.38,.405,.565,,,,
CBAVRN,57.00,29/11/12,4:1,.315,.325,,,,,
,
Fortescue Metals Grp Last Sale Price $3.54,
FMGVOC,4.25,27/09/12,3:1,.035,,.04,,,,
FMGWRO,4.25,27/09/12,2:1,.012,,.065,,,,
FMGWMA,4.50,27/09/12,2:1,.001,,,,,,
