Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4269.0 at 2011-10-14T17:46:35. Report at Friday, October 14, 2011. Processed Saturday at 2011-10-15T01:00:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $20.99,
ANZVRC,20.00,27/10/11,4:1,.31,.325,.175,,,,
ANZWOC,20.00,27/10/11,4:1,.365,.37,.405,,,,
ANZVRD,21.00,27/10/11,4:1,.12,.14,.15,,,,
ANZWOA,21.00,27/10/11,4:1,.145,,.135,,,,
ANZWMJ,23.00,27/10/11,4:1,.001,,,,,,
ANZWOB,23.00,27/10/11,4:1,.022,,.031,,,,
ANZWOD,19.00,24/11/11,4:1,.57,.575,.54,,,,
ANZWOE,21.00,24/11/11,4:1,.23,,.155,,,,
ANZWOF,23.00,24/11/11,4:1,.09,.095,.105,,,,
ANZWOG,18.00,24/01/12,4:1,.865,.87,,,,,
ANZWOH,21.00,24/01/12,4:1,.385,.39,,,,,
ANZWOI,24.00,24/01/12,4:1,.125,.13,,,,,
ANZWMK,25.00,24/01/12,4:1,.035,.058,.048,-.5,200,,
ANZWOJ,27.00,24/01/12,4:1,.037,.042,,,,,
,
BHP Billiton Last Sale Price $36.86,
BHPVRC,39.00,27/10/11,4:1,.025,.046,,,,,
BHPWOD,39.00,27/10/11,4:1,.11,.115,.115,-6.5,2250,,
BHPVRD,41.00,27/10/11,4:1,.001,.04,.037,,,,
BHPWOC,42.00,27/10/11,4:1,.008,,.105,,,,
BHPWOE,46.00,27/10/11,4:1,.006,,.006,,,,
BHPWOF,48.00,27/10/11,4:1,.005,.01,.006,,,,
BHPWOA,37.00,24/11/11,4:1,.585,.59,.60,-2,152,,
BHPWOB,39.00,24/11/11,4:1,.38,.385,.45,,,,
BHPWOG,41.00,24/11/11,4:1,.20,.205,.18,,,,
BHPWOH,43.00,24/11/11,4:1,.095,.10,,,,,
BHPWML,45.00,24/11/11,4:1,.004,,.03,,,,
BHPVOA,33.00,24/01/12,4:1,1.58,1.585,,,,,
BHPVOB,36.00,24/01/12,4:1,1.08,1.085,,,,,
BHPVOC,39.00,24/01/12,4:1,.675,.68,,,,,
BHPVOD,42.00,24/01/12,4:1,.385,.39,,,,,
BHPWMM,46.00,24/01/12,4:1,.08,.092,.088,-3.7,1000,,
,
BlueScope Steel Last Sale Price $0.93,
