Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4686.4 at 16:47 8/12/2009  Report at 19:05 Tuesday 8/12/2009. Processed 19:39 Tuesday 8/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.40,2.70,2.70,ONT,1300 Smiles Ltd,2.70,,50,2.69,2.70,11.4,f,1.64,0.13,4.22,18.7,14.4
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.13,,-,0.14,0.18,-,,-,-0.10,-,1.07,12.1
0.09,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.023,0.025,-,,-,0.03,-,-4.2,-
0.48,0.147,0.42,0.405,ABP,Abacus Prop stpld,0.42,1,25284,0.415,0.42,7.75,,-,0.62,18.45,-11.81,-
1.44,0.90,-,-,ALR,Aberdeen Leaders,1.33,,-,1.33,1.39,9,f,-,1.42,6.77,-21.34,-
0.05,0.001,-,-,ACX,ACMA Engineering,0.001,,-,0.01,-,-,,-,-0.01,-,-0.33,-
2.54,0.42,2.30,2.22,ACR,Acrux Ltd,2.24,-4,1486,2.23,2.25,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.05,,-,0.05,0.06,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.014,-,-,ACU,Acuvax Ltd,0.018,,-,0.016,0.018,-,,-,-,-,-0.43,-
0.84,0.325,0.585,0.58,ADA,Adacel Tech,0.585,2.5,69,0.56,0.585,-,,-,0.22,-,8.2,7.1
0.345,0.165,-,-,AAU,Adcorp Aust,0.245,,-,0.25,0.26,1,,0.45,0.08,4.08,0.45,54.4
3.01,1.445,2.57,2.52,ABC,Adelaide Brighton,2.53,-1,29662,2.53,2.55,14,f,1.49,1.15,5.53,20.8,12.2
